district,name,votes,percent_votes
24043,Marianne Girard Green Party/Parti Vert,2347,3.6
24058,François Lapointe NDP-New Democratic Party/NPD-Nouveau Parti démocratique,17285,36.4
24058,Bernard Généreux ** Conservative/Conservateur,17276,36.3
24058,Nathalie Arsenault Bloc Québécois/Bloc Québécois,9550,20.1
24058,Andrew Caddell Liberal/Libéral,2743,5.8
24058,Lynette Tremblay Green Party/Parti Vert,691,1.5
24014,Jonathan Tremblay NDP-New Democratic Party/NPD-Nouveau Parti démocratique,17601,37.3
24014,Michel Guimond ** Bloc Québécois/Bloc Québécois,16425,34.9
24014,Michel-Eric Castonguay Conservative/Conservateur,9660,20.5
24014,Robert Gauthier Liberal/Libéral,2628,5.6
24014,François Bédard Green Party/Parti Vert,814,1.7
24044,Irwin Cotler ** Liberal/Libéral,16151,41.4
24044,Saulie Zajdel Conservative/Conservateur,13891,35.6
24044,Jeff Itcush NDP-New Democratic Party/NPD-Nouveau Parti démocratique,6963,17.9
24044,Gabriel Dumais Bloc Québécois/Bloc Québécois,1136,2.9
24044,Brian Sarwer-Foner Green Party/Parti Vert,683,1.8
24044,Diane Johnston Marxist-Leninist/Marxiste-Léniniste,109,0.3
24044,abraham Weizfeld No Affiliation/Aucune appartenance,74,0.2
24045,Isabelle Morin NDP-New Democratic Party/NPD-Nouveau Parti démocratique,17943,39.7
24045,Marlene Jennings ** Liberal/Libéral,14407,31.9
24045,Matthew Conway Conservative/Conservateur,6574,14.6
24045,Gabrielle Ladouceur-Despins Bloc Québécois/Bloc Québécois,3983,8.8
24045,Jessica Gal Green Party/Parti Vert,1914,4.2
24045,David Andrew Lovett Independent/Indépendant,207,0.5
24045,Rachel Hoffman Marxist-Leninist/Marxiste-Léniniste,131,0.3
24047,Thomas Mulcair ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,21906,56.4
24047,Martin Cauchon Liberal/Libéral,9204,23.7
24047,Rodolphe Husny Conservative/Conservateur,3408,8.8
24047,Élise Daoust Bloc Québécois/Bloc Québécois,3199,8.2
24047,Francois Pilon Green Party/Parti Vert,838,2.2
24047,Tommy Gaudet Rhinoceros/Rhinocéros,160,0.4
24047,Johan Boyden Communist/Communiste,143,0.4
24048,Justin Trudeau ** Liberal/Libéral,16429,38.4
24048,Marcos Radhames Tejada NDP-New Democratic Party/NPD-Nouveau Parti démocratique,12102,28.3
24048,Vivian Barbot Bloc Québécois/Bloc Québécois,11091,25.9
24048,Shama Chopra Conservative/Conservateur,2021,4.7
24048,Danny Polifroni Green Party/Parti Vert,806,1.9
24048,Peter Macrisopoulos Marxist-Leninist/Marxiste-Léniniste,228,0.5
24048,Joseph Young No Affiliation/Aucune appartenance,95,0.2
24049,Lysane Blanchette-Lamothe NDP-New Democratic Party/NPD-Nouveau Parti démocratique,16390,34.1
24049,Bernard Patry ** Liberal/Libéral,14632,30.5
24049,Agop Evereklian Conservative/Conservateur,12901,26.9
24049,Nicolas Jolicoeur Bloc Québécois/Bloc Québécois,2392,5
24049,Jonathan Lumer Green Party/Parti Vert,1710,3.6
24050,Mathieu Ravignat NDP-New Democratic Party/NPD-Nouveau Parti démocratique,22376,45.7
24050,Lawrence Cannon ** Conservative/Conservateur,14441,29.5
24050,Cindy Duncan McMillan Liberal/Libéral,6242,12.8
24050,Maude Tremblay Bloc Québécois/Bloc Québécois,4917,10
24050,Louis-Philippe Mayrand Green Party/Parti Vert,849,1.7
24050,Benoit Legros Marxist-Leninist/Marxiste-Léniniste,124,0.3
24051,Élaine Michaud NDP-New Democratic Party/NPD-Nouveau Parti démocratique,22387,42.7
24051,André Arthur ** Independent/Indépendant,14594,27.8
24051,Richard Côté Bloc Québécois/Bloc Québécois,10745,20.5
24051,Réjean Thériault Liberal/Libéral,3463,6.6
24051,Claudine Delorme Green Party/Parti Vert,1279,2.4
24052,Annick Papillon NDP-New Democratic Party/NPD-Nouveau Parti démocratique,22393,42.6
24052,Christiane Gagnon ** Bloc Québécois/Bloc Québécois,14684,28
24052,Pierre Morasse Conservative/Conservateur,9330,17.8
24052,François Payeur Liberal/Libéral,4735,9
24052,Yvan Dutil Green Party/Parti Vert,1144,2.2
24052,Stefan Jetchick CHP Canada/PHC Canada,228,0.4
24053,Jean-François Larose NDP-New Democratic Party/NPD-Nouveau Parti démocratique,32131,51.9
24053,Nicolas Dufour ** Bloc Québécois/Bloc Québécois,19242,31.1
24053,Chantal Perreault Liberal/Libéral,4830,7.8
24053,Christophe Royer Conservative/Conservateur,4606,7.4
24053,Michel Duchaine Green Party/Parti Vert,1078,1.7
24055,André Bellavance ** Bloc Québécois/Bloc Québécois,18033,33.8
24055,Isabelle Maguire NDP-New Democratic Party/NPD-Nouveau Parti démocratique,17316,32.5
24055,Jean-Philippe Bachand Conservative/Conservateur,13145,24.7
24055,Marie-Josée Talbot Liberal/Libéral,3711,7
24055,Tomy Bombardier Green Party/Parti Vert,1098,2.1
24056,Guy Caron NDP-New Democratic Party/NPD-Nouveau Parti démocratique,18360,43
24056,Claude Guimond ** Bloc Québécois/Bloc Québécois,13170,30.8
24056,Bertin Denis Conservative/Conservateur,6218,14.6
24056,Pierre Cadieux Liberal/Libéral,4101,9.6
24056,Clément Pelletier Green Party/Parti Vert,867,2
24057,Laurin Liu NDP-New Democratic Party/NPD-Nouveau Parti démocratique,25639,49.2
24057,Luc Desnoyers ** Bloc Québécois/Bloc Québécois,14873,28.5
24057,Denis Joannette Liberal/Libéral,5300,10.2
24057,Lucie Leblanc Conservative/Conservateur,5057,9.7
24057,Gilles Bisson Green Party/Parti Vert,1229,2.4
24059,Pierre Dionne Labelle NDP-New Democratic Party/NPD-Nouveau Parti démocratique,29603,55.3
24059,Monique Guay ** Bloc Québécois/Bloc Québécois,15105,28.2
24059,Sylvain Charron Conservative/Conservateur,4469,8.3
24059,Jonathan Juteau Liberal/Libéral,3400,6.3
24059,René Piché Green Party/Parti Vert,972,1.8
24060,Denis Lebel ** Conservative/Conservateur,18438,45.7
24060,Yvon Guay NDP-New Democratic Party/NPD-Nouveau Parti démocratique,11182,27.7
24060,Claude Pilote Bloc Québécois/Bloc Québécois,8577,21.2
24060,Bernard Garneau Liberal/Libéral,1615,4
24060,Steeve Simard Green Party/Parti Vert,553,1.4
24061,Alexandre Boulerice NDP-New Democratic Party/NPD-Nouveau Parti démocratique,27484,51
24061,Bernard Bigras ** Bloc Québécois/Bloc Québécois,17702,32.8
24061,Kettly Beauregard Liberal/Libéral,4920,9.1
24061,Sébastien Forté Conservative/Conservateur,2328,4.3
24061,Sameer Muldeen Green Party/Parti Vert,899,1.7
24061,Jean-Patrick Berthiaume Rhinoceros/Rhinocéros,417,0.8
24061,Stéphane Chénier Marxist-Leninist/Marxiste-Léniniste,140,0.3
24062,Djaouida Sellah NDP-New Democratic Party/NPD-Nouveau Parti démocratique,24361,44.6
24062,Carole Lavallée ** Bloc Québécois/Bloc Québécois,15384,28.2
24062,Michel Picard Liberal/Libéral,7423,13.6
24062,Nicole Charbonneau Barron Conservative/Conservateur,5887,10.8
24062,Germain Denoncourt Green Party/Parti Vert,1523,2.8
24063,Marie-Claude Morin NDP-New Democratic Party/NPD-Nouveau Parti démocratique,26963,52.4
24063,Ève-Mary Thaï Thi Lac ** Bloc Québécois/Bloc Québécois,12651,24.6
24063,Jean-Guy Dagenais Conservative/Conservateur,8108,15.7
24063,Denis Vallée Liberal/Libéral,2784,5.4
24063,Johany Beaudoin-Bussières Green Party/Parti Vert,994,1.9
24064,Tarik Brahmi NDP-New Democratic Party/NPD-Nouveau Parti démocratique,24943,47.5
24064,Claude Bachand ** Bloc Québécois/Bloc Québécois,16023,30.5
24064,Jean Thouin Conservative/Conservateur,5603,10.7
24064,Robert David Liberal/Libéral,4644,8.8
24064,Pierre Tremblay Green Party/Parti Vert,1326,2.5
24065,Sadia Groguhé NDP-New Democratic Party/NPD-Nouveau Parti démocratique,18705,42.6
24065,Josée Beaudin ** Bloc Québécois/Bloc Québécois,11353,25.9
24065,Roxane Stanners Liberal/Libéral,8463,19.3
24065,Qais Hamidi Conservative/Conservateur,4396,10
24065,Carmen Budilean Green Party/Parti Vert,944,2.2
24066,Stéphane Dion ** Liberal/Libéral,17726,43.4
24066,Maria Ximena Florez NDP-New Democratic Party/NPD-Nouveau Parti démocratique,11948,29.3
24066,Svetlana Litvin Conservative/Conservateur,7124,17.5
24066,William Fayad Bloc Québécois/Bloc Québécois,2981,7.3
24066,Tim Landry Green Party/Parti Vert,857,2.1
24066,Fernand Deschamps Marxist-Leninist/Marxiste-Léniniste,176,0.4
24067,Massimo Pacetti ** Liberal/Libéral,15340,42.3
24067,Roberta Peressini NDP-New Democratic Party/NPD-Nouveau Parti démocratique,11720,32.3
24067,Riccardo De Ioris Conservative/Conservateur,4991,13.8
24067,Alain Bernier Bloc Québécois/Bloc Québécois,3396,9.4
24067,Michael Di Pardo Green Party/Parti Vert,657,1.8
24067,Garnet Colly Marxist-Leninist/Marxiste-Léniniste,162,0.4
24068,Lise St-Denis NDP-New Democratic Party/NPD-Nouveau Parti démocratique,18628,39.1
24068,Jean-Yves Laforest ** Bloc Québécois/Bloc Québécois,13961,29.3
24068,Jacques Grenier Conservative/Conservateur,8447,17.7
24068,Yves Tousignant Liberal/Libéral,5670,11.9
24068,Pierre Audette Green Party/Parti Vert,972,2
24069,Réjean Genest NDP-New Democratic Party/NPD-Nouveau Parti démocratique,27575,51.1
24069,Robert Vincent ** Bloc Québécois/Bloc Québécois,12615,23.4
24069,Mélisa Leclerc Conservative/Conservateur,7908,14.7
24069,Bernard Demers Liberal/Libéral,4855,9
24069,Patrick Daoust Green Party/Parti Vert,1022,1.9
24070,Pierre-Luc Dusseault NDP-New Democratic Party/NPD-Nouveau Parti démocratique,22415,43.1
24070,Serge Cardin ** Bloc Québécois/Bloc Québécois,18665,35.9
24070,Éric Deslauriers Liberal/Libéral,5020,9.7
24070,Pierre Harvey Conservative/Conservateur,4784,9.2
24070,Jacques Laberge Green Party/Parti Vert,894,1.7
24070,Crédible Berlingot Landry Rhinoceros/Rhinocéros,233,0.4
24071,Charmaine Borg NDP-New Democratic Party/NPD-Nouveau Parti démocratique,28260,49.3
24071,Diane Bourgeois ** Bloc Québécois/Bloc Québécois,17663,30.8
24071,Jean-Philippe Payment Conservative/Conservateur,5236,9.1
24071,Robert Frégeau Liberal/Libéral,4893,8.5
24071,Michel Paulette Green Party/Parti Vert,1219,2.1
24072,Robert Aubin NDP-New Democratic Party/NPD-Nouveau Parti démocratique,26981,53.6
24072,Paule Brunelle ** Bloc Québécois/Bloc Québécois,11987,23.8
24072,Pierre Lacroix Conservative/Conservateur,6205,12.3
24072,Patrice Mangin Liberal/Libéral,3617,7.2
24072,Louis Lacroix Green Party/Parti Vert,972,1.9
24072,Marc-André Fortin Independent/Indépendant,346,0.7
24072,Francis Arsenault Rhinoceros/Rhinocéros,256,0.5
24073,Jamie Nicholls NDP-New Democratic Party/NPD-Nouveau Parti démocratique,30177,43.6
24073,Meili Faille ** Bloc Québécois/Bloc Québécois,17781,25.7
24073,Marc Boudreau Conservative/Conservateur,11360,16.4
24073,Lyne Pelchat Liberal/Libéral,8023,11.6
24073,Jean-Yves Massenet Green Party/Parti Vert,1864,2.7
24074,Sana Hassainia NDP-New Democratic Party/NPD-Nouveau Parti démocratique,24514,43.3
24074,Luc Malo ** Bloc Québécois/Bloc Québécois,20593,36.4
24074,Pier-Luc Therrien-Péloquin Liberal/Libéral,5352,9.5
24074,Rodrigo Alfaro Conservative/Conservateur,4884,8.6
24074,Thomas Lapierre Green Party/Parti Vert,1259,2.2
24075,Marc Garneau ** Liberal/Libéral,15346,37.2
24075,Joanne Corbeil NDP-New Democratic Party/NPD-Nouveau Parti démocratique,14704,35.6
24075,Neil Drabkin Conservative/Conservateur,7218,17.5
24075,Véronique Roy Bloc Québécois/Bloc Québécois,2278,5.5
24075,Andrew Carkner Green Party/Parti Vert,1516,3.7
24075,Victoria Haliburton Rhinoceros/Rhinocéros,140,0.3
24075,Bill Sloan Communist/Communiste,73,0.2
35001,Chris Alexander Conservative/Conservateur,24797,44.1
35001,Mark Holland ** Liberal/Libéral,21569,38.3
35001,Jim Koppens NDP-New Democratic Party/NPD-Nouveau Parti démocratique,8270,14.7
35001,Mike Harilaid Green Party/Parti Vert,1561,2.8
35001,Bob Kesic United Party/Parti Uni,71,0.1
35002,Carol Hughes ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,18747,51.7
35002,Ray Sturgeon Conservative/Conservateur,10991,30.3
35002,François Cloutier Liberal/Libéral,5374,14.8
35002,Lorraine A. Rekmans Green Party/Parti Vert,1130,3.1
35003,David Sweet ** Conservative/Conservateur,30240,51.3
35003,Dave Braden Liberal/Libéral,14594,24.7
35003,Nancy MacBain NDP-New Democratic Party/NPD-Nouveau Parti démocratique,10956,18.6
35003,Peter Michael Ormond Green Party/Parti Vert,2963,5
35003,Anthony Giles Libertarian/Libertarien,170,0.3
35003,Jamilé Ghaddar Marxist-Leninist/Marxiste-Léniniste,77,0.1
35004,Patrick Brown ** Conservative/Conservateur,32121,56.7
35004,Myrna Clark NDP-New Democratic Party/NPD-Nouveau Parti démocratique,11842,20.9
35004,Colin Wilson Liberal/Libéral,9113,16.1
35004,Erich Jacoby-Hawkins Green Party/Parti Vert,3266,5.8
35004,Darren Roskam Libertarian/Libertarien,150,0.3
35004,Christine Nugent Marxist-Leninist/Marxiste-Léniniste,82,0.1
35004,Jeff Sakula CAP/PAC,77,0.1
35005,Matthew Kellway NDP-New Democratic Party/NPD-Nouveau Parti démocratique,20265,41.6
35005,Maria Minna ** Liberal/Libéral,14967,30.8
35005,Bill Burrows Conservative/Conservateur,11067,22.7
35005,Aaron Cameron Green Party/Parti Vert,2240,4.6
35005,Roger Carter Marxist-Leninist/Marxiste-Léniniste,130,0.3
35006,Bal Gosal Conservative/Conservateur,19907,34.4
35006,Jagmeet Singh NDP-New Democratic Party/NPD-Nouveau Parti démocratique,19368,33.5
35006,Gurbax S. Malhi ** Liberal/Libéral,16402,28.4
35006,John R.A. Moulton Green Party/Parti Vert,1748,3
35006,Frank Chilelli Marxist-Leninist/Marxiste-Léniniste,371,0.6
35007,Parm Gill Conservative/Conservateur,24618,48.3
35007,Ruby Dhalla ** Liberal/Libéral,14221,27.9
35007,Manjit Grewal NDP-New Democratic Party/NPD-Nouveau Parti démocratique,10022,19.6
35007,Mark Hoffberg Green Party/Parti Vert,1926,3.8
35007,Elizabeth Rowley Communist/Communiste,219,0.4
35008,Kyle Seeback Conservative/Conservateur,28320,44.8
35008,Andrew Kania ** Liberal/Libéral,22128,35
35008,Jagtar Shergill NDP-New Democratic Party/NPD-Nouveau Parti démocratique,11225,17.7
35008,Avtaar Soor Green Party/Parti Vert,1224,1.9
35008,Theodore Koum Njoh Independent/Indépendant,387,0.6
35009,Phil McColeman ** Conservative/Conservateur,28045,48.9
35009,Marc Laferriere NDP-New Democratic Party/NPD-Nouveau Parti démocratique,16351,28.5
35009,Lloyd St. Amand Liberal/Libéral,10780,18.8
35009,Nora Fueten Green Party/Parti Vert,1858,3.2
35009,Leslie Bory Independent/Indépendant,174,0.3
35009,Martin Sitko Independent/Indépendant,138,0.2
35026,Larry Miller ** Conservative/Conservateur,28744,56.3
35026,Karen Gventer NDP-New Democratic Party/NPD-Nouveau Parti démocratique,9008,17.6
35026,Kimberley Love Liberal/Libéral,8203,16.1
35026,Emma Hogbin Green Party/Parti Vert,5099,10
35010,Mike Wallace ** Conservative/Conservateur,32958,54.2
35010,Alyssa Brierley Liberal/Libéral,14154,23.3
35010,David Laird NDP-New Democratic Party/NPD-Nouveau Parti démocratique,11449,18.8
35010,Graham Reid Mayberry Green Party/Parti Vert,2151,3.5
35010,Elaine Baetz Marxist-Leninist/Marxiste-Léniniste,140,0.2
35011,Gary Goodyear ** Conservative/Conservateur,29394,53.4
35011,Susan Galvao NDP-New Democratic Party/NPD-Nouveau Parti démocratique,15238,27.7
35011,Bryan May Liberal/Libéral,8285,15.1
35011,Jacques Malette Green Party/Parti Vert,1978,3.6
35011,Manuel Couto Marxist-Leninist/Marxiste-Léniniste,153,0.3
35012,Gordon O'Connor ** Conservative/Conservateur,43723,57
35012,Karen McCrimmon Liberal/Libéral,18393,24
35012,Erin Peters NDP-New Democratic Party/NPD-Nouveau Parti démocratique,11223,14.6
35012,John Hogg Green Party/Parti Vert,3434,4.5
35013,Dave Van Kesteren ** Conservative/Conservateur,23360,53.8
35013,Ron Franko NDP-New Democratic Party/NPD-Nouveau Parti démocratique,11449,26.3
35013,Matt Daudlin Liberal/Libéral,7172,16.5
35013,Robert Hodgson Green Party/Parti Vert,1470,3.4
35015,Andrew Cash NDP-New Democratic Party/NPD-Nouveau Parti démocratique,21096,53.7
35015,Mario Silva ** Liberal/Libéral,10946,27.9
35015,Theresa Rodrigues Conservative/Conservateur,5573,14.2
35015,Wayne Scott Green Party/Parti Vert,1344,3.4
35015,Miguel Figueroa Communist/Communiste,167,0.4
35015,Simon Luisi Animal Alliance/Environment Voters/Animal Alliance/Environment Voters,128,0.3
35016,Joe Daniel Conservative/Conservateur,14422,36.8
35016,Yasmin Ratansi ** Liberal/Libéral,13552,34.6
35016,Mary Trapani Hynes NDP-New Democratic Party/NPD-Nouveau Parti démocratique,9878,25.2
35016,Akil Sadikali Green Party/Parti Vert,1114,2.8
35016,Ryan Kidd CHP Canada/PHC Canada,246,0.6
35017,John Carmichael Conservative/Conservateur,22962,42.9
35017,Rob Oliphant ** Liberal/Libéral,22351,41.8
35017,Nicole Yovanoff NDP-New Democratic Party/NPD-Nouveau Parti démocratique,6280,11.7
35017,Georgina Wilcock Green Party/Parti Vert,1703,3.2
35017,Dimitris Kabitsis Communist/Communiste,186,0.3
35018,David Tilson ** Conservative/Conservateur,28647,59
35018,Ard Van Leeuwen Green Party/Parti Vert,7132,14.7
35018,Leslie Parsons NDP-New Democratic Party/NPD-Nouveau Parti démocratique,6409,13.2
35018,Bill Prout Liberal/Libéral,6361,13.1
35014,Bev Oda ** Conservative/Conservateur,31737,54.5
35014,Tammy Schoep NDP-New Democratic Party/NPD-Nouveau Parti démocratique,12277,21.1
35014,Grant Humes Liberal/Libéral,10387,17.9
35014,Stephen Leahy Green Party/Parti Vert,3134,5.4
35014,Andrew Moriarity CHP Canada/PHC Canada,462,0.8
35014,Blaize Barnicoat Libertarian/Libertarien,187,0.3
35019,Joe Oliver Conservative/Conservateur,22652,46.8
35019,Joe Volpe ** Liberal/Libéral,18590,38.4
35019,Justin Chatwin NDP-New Democratic Party/NPD-Nouveau Parti démocratique,5613,11.6
35019,Paul William Baker Green Party/Parti Vert,1534,3.2
35020,Joe Preston ** Conservative/Conservateur,29147,57.5
35020,Fred Sinclair NDP-New Democratic Party/NPD-Nouveau Parti démocratique,12439,24.6
35020,Graham Warwick Liberal/Libéral,6812,13.4
35020,John Fisher Green Party/Parti Vert,1529,3
35020,Carl Hiemstra CHP Canada/PHC Canada,582,1.1
35020,Will Arlow CAP/PAC,140,0.3
35021,Jeff Watson ** Conservative/Conservateur,25327,48.1
35021,Taras Natyshak NDP-New Democratic Party/NPD-Nouveau Parti démocratique,18538,35.2
35021,Nelson Santos Liberal/Libéral,7465,14.2
35021,Cora Carriveau Green Party/Parti Vert,1290,2.4
35021,Enver Villamizar Marxist-Leninist/Marxiste-Léniniste,77,0.1
35022,Ted Opitz Conservative/Conservateur,21644,41.2
35022,Borys Wrzesnewskyj ** Liberal/Libéral,21618,41.2
35022,Ana Maria Rivero NDP-New Democratic Party/NPD-Nouveau Parti démocratique,7735,14.7
35022,Katarina Zoricic Green Party/Parti Vert,1377,2.6
35022,Sarah Thompson Marxist-Leninist/Marxiste-Léniniste,149,0.3
35023,Bernard Trottier Conservative/Conservateur,21997,40.3
35023,Michael Ignatieff ** Liberal/Libéral,19128,35.1
35023,Michael Erickson NDP-New Democratic Party/NPD-Nouveau Parti démocratique,11046,20.3
35023,Dave Corail Green Party/Parti Vert,2159,4
35023,Janice Murray Marxist-Leninist/Marxiste-Léniniste,190,0.3
35024,Kirsty Duncan ** Liberal/Libéral,13665,42.4
35024,Priti Lamba Conservative/Conservateur,10357,32.1
35024,Diana Andrews NDP-New Democratic Party/NPD-Nouveau Parti démocratique,7630,23.7
35024,Alex Dvornyak Libertarian/Libertarien,208,0.6
35024,Anna Di Carlo Marxist-Leninist/Marxiste-Léniniste,189,0.6
35024,John C. Gardner CHP Canada/PHC Canada,186,0.6
35025,Pierre Lemieux ** Conservative/Conservateur,28174,48.8
35025,Julie Bourgeois Liberal/Libéral,17705,30.7
35025,Denis A. Séguin NDP-New Democratic Party/NPD-Nouveau Parti démocratique,9608,16.6
35025,Sylvie Lemieux Green Party/Parti Vert,2049,3.5
35025,Jean-Serge Brisson Libertarian/Libertarien,194,0.3
35027,Frank Valeriote ** Liberal/Libéral,25588,43.4
35027,Marty Burke Conservative/Conservateur,19352,32.8
35027,Bobbi Stewart NDP-New Democratic Party/NPD-Nouveau Parti démocratique,9880,16.7
35027,John Lawson Green Party/Parti Vert,3619,6.1
35027,Philip Bender Libertarian/Libertarien,192,0.3
35027,Kornelis Klevering Radical Marijuana/Radical Marijuana,170,0.3
35027,Karen Levenson Animal Alliance/Environment Voters/Animal Alliance/Environment Voters,116,0.2
35027,Drew Garvie Communist/Communiste,104,0.2
35028,Diane Finley ** Conservative/Conservateur,25655,50.9
35028,Bob Speller Liberal/Libéral,12549,24.9
35028,Ian Nichols NDP-New Democratic Party/NPD-Nouveau Parti démocratique,10062,20
35028,Anne Faulkner Green Party/Parti Vert,1665,3.3
35028,Steven Elgersma CHP Canada/PHC Canada,435,0.9
35029,Barry Devolin ** Conservative/Conservateur,35192,60
35029,Lyn Edwards NDP-New Democratic Party/NPD-Nouveau Parti démocratique,12934,22.1
35029,Laura Redman Liberal/Libéral,7539,12.9
35029,Susanne Lauten Green Party/Parti Vert,2963,5.1
35030,Lisa Raitt ** Conservative/Conservateur,44214,54.5
35030,Connie Laurin-Bowie Liberal/Libéral,20903,25.8
35030,Pat Heroux NDP-New Democratic Party/NPD-Nouveau Parti démocratique,12960,16
35030,Judi Remigio Green Party/Parti Vert,2778,3.4
35030,Tony Rodrigues CHP Canada/PHC Canada,249,0.3
35031,David Christopherson ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,23849,57
35031,Jim Byron Conservative/Conservateur,11020,26.4
35031,Anne Tennier Liberal/Libéral,5912,14.1
35031,Michael Baldasaro Radical Marijuana/Radical Marijuana,780,1.9
35031,Lisa Nussey Marxist-Leninist/Marxiste-Léniniste,252,0.6
35032,Wayne Marston ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,21931,45.2
35032,Brad Clark Conservative/Conservateur,17567,36.2
35032,Michelle Stockwell Liberal/Libéral,6411,13.2
35032,David Hart Dyke Green Party/Parti Vert,1450,3
35032,Gord Hill PC Party/Parti PC,468,1
35032,Greg Pattinson Libertarian/Libertarien,385,0.8
35032,Bob Mann Communist/Communiste,138,0.3
35032,Wendell Fields Marxist-Leninist/Marxiste-Léniniste,95,0.2
35032,Bob Green Innes CAP/PAC,92,0.2
35033,Chris Charlton ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,25595,47.2
35033,Terry Anderson Conservative/Conservateur,17936,33.1
35033,Marie Bountrogianni Liberal/Libéral,8787,16.2
35033,Stephen Brotherston Green Party/Parti Vert,1505,2.8
35033,Jim Enos CHP Canada/PHC Canada,270,0.5
35033,Henryk Adamiec Independent/Indépendant,171,0.3
35034,Ben Lobb ** Conservative/Conservateur,29255,54.9
35034,Grant Robertson NDP-New Democratic Party/NPD-Nouveau Parti démocratique,13493,25.3
35034,Charlie Bagnato Liberal/Libéral,8784,16.5
35034,Eric Shelley Green Party/Parti Vert,1455,2.7
35034,Dennis Valenta Independent/Indépendant,254,0.5
35035,Greg Rickford ** Conservative/Conservateur,11567,47
35035,Tania Cameron NDP-New Democratic Party/NPD-Nouveau Parti démocratique,6855,27.9
35035,Roger Valley Liberal/Libéral,5381,21.9
35035,Mike Schwindt Green Party/Parti Vert,636,2.6
35035,Kelvin Chicago-Boucher Independent/Indépendant,147,0.6
35036,Ted Hsu Liberal/Libéral,23842,39.3
35036,Alicia Gordon Conservative/Conservateur,21189,34.9
35036,Daniel Beals NDP-New Democratic Party/NPD-Nouveau Parti démocratique,13065,21.5
35036,Eric Walton Green Party/Parti Vert,2561,4.2
35037,Stephen Woodworth ** Conservative/Conservateur,21119,42.4
35037,Karen Redman Liberal/Libéral,15592,31.3
35037,Peter Thurley NDP-New Democratic Party/NPD-Nouveau Parti démocratique,10742,21.6
35037,Byron Williston Green Party/Parti Vert,1972,4
35037,Alan Rimmer Independent/Indépendant,199,0.4
35037,Martin Suter Communist/Communiste,93,0.2
35037,Mark Corbiere Marxist-Leninist/Marxiste-Léniniste,92,0.2
35038,Harold Albrecht ** Conservative/Conservateur,28902,54.1
35038,Lorne Bruce NDP-New Democratic Party/NPD-Nouveau Parti démocratique,11665,21.8
35038,Bob Rosehart Liberal/Libéral,10653,19.9
35038,Albert Ashley Green Party/Parti Vert,2184,4.1
35039,Peter Braid ** Conservative/Conservateur,27039,40.9
35039,Andrew Telegdi Liberal/Libéral,24895,37.6
35039,Bill Brown NDP-New Democratic Party/NPD-Nouveau Parti démocratique,10606,16
35039,Cathy MacLellan Green Party/Parti Vert,3158,4.8
35039,Steven Bradley Scott Pirate Party/Parti Pirate,245,0.4
35039,Richard Walsh-Bowers Independent/Indépendant,174,0.3
35039,Julian Ichim Marxist-Leninist/Marxiste-Léniniste,66,0.1
35046,Bev Shipley ** Conservative/Conservateur,29546,57.7
35046,Joe Hill NDP-New Democratic Party/NPD-Nouveau Parti démocratique,12299,24
35046,Gayle Stucke Liberal/Libéral,7264,14.2
35046,Jim Johnston Green Party/Parti Vert,1701,3.3
35046,Mike Janssens CHP Canada/PHC Canada,413,0.8
35040,Scott Reid ** Conservative/Conservateur,33754,57.3
35040,Doug Smyth NDP-New Democratic Party/NPD-Nouveau Parti démocratique,12174,20.7
35040,David Remington Liberal/Libéral,9940,16.9
35040,John Baranyi Green Party/Parti Vert,2702,4.6
35040,Ralph Lee Independent/Indépendant,370,0.6
35041,Gord Brown ** Conservative/Conservateur,29991,60.8
35041,Matthew Gabriel NDP-New Democratic Party/NPD-Nouveau Parti démocratique,9033,18.3
35041,Marjory Loveys Liberal/Libéral,7839,15.9
