district,name,votes,percent_votes
47004,David Anderson ** Conservative/Conservateur,20555,69.8
47004,Trevor Peterson NDP-New Democratic Party/NPD-Nouveau Parti démocratique,6248,21.2
47004,Duane Filson Liberal/Libéral,1838,6.2
47004,Helmi Scott Green Party/Parti Vert,788,2.7
47003,Rob Gordon Clarke ** Conservative/Conservateur,10509,47.9
47003,Lawrence Joseph NDP-New Democratic Party/NPD-Nouveau Parti démocratique,9715,44.3
47003,Gabe Lafond Liberal/Libéral,1144,5.2
47003,George Morin Green Party/Parti Vert,560,2.6
47005,Ray Boughen ** Conservative/Conservateur,15850,47
47005,Noah Patrick Evanchuk NDP-New Democratic Party/NPD-Nouveau Parti démocratique,15084,44.7
47005,Russ Collicott Liberal/Libéral,1797,5.3
47005,Larissa Shasko Green Party/Parti Vert,995,3
47006,Randy Hoback ** Conservative/Conservateur,19214,62.2
47006,Valerie Mushinski NDP-New Democratic Party/NPD-Nouveau Parti démocratique,9841,31.8
47006,Ron Wassill Liberal/Libéral,1070,3.5
47006,Myk Brazier Green Party/Parti Vert,666,2.2
47006,Craig Leonard Batley CAP/PAC,116,0.4
47007,Tom Lukiwski ** Conservative/Conservateur,18076,53.2
47007,Brian Sklar NDP-New Democratic Party/NPD-Nouveau Parti démocratique,12518,36.8
47007,Monica Lysack Liberal/Libéral,2467,7.3
47007,Billy Patterson Green Party/Parti Vert,911,2.7
47008,Andrew Scheer ** Conservative/Conservateur,15896,53.5
47008,Fred Clipsham NDP-New Democratic Party/NPD-Nouveau Parti démocratique,11419,38.4
47008,Jackie Miller Liberal/Libéral,1400,4.7
47008,Greg Chatterson Green Party/Parti Vert,879,3
47008,Jeff Breti Independent/Indépendant,127,0.4
47009,Brad Trost ** Conservative/Conservateur,19954,52.7
47009,Denise Kouri NDP-New Democratic Party/NPD-Nouveau Parti démocratique,13271,35.1
47009,Darren Hill Liberal/Libéral,3013,8
47009,Sandra Finley Green Party/Parti Vert,926,2.4
47009,Jim Pankiw Independent/Indépendant,682,1.8
47010,Kelly Block ** Conservative/Conservateur,14652,48.7
47010,Nettie Wiebe NDP-New Democratic Party/NPD-Nouveau Parti démocratique,14114,46.9
47010,Lee Reaney Liberal/Libéral,697,2.3
47010,Vicki Strelioff Green Party/Parti Vert,626,2.1
47011,Maurice Vellacott ** Conservative/Conservateur,21183,58.4
47011,John Parry NDP-New Democratic Party/NPD-Nouveau Parti démocratique,11395,31.4
47011,Patricia Zipchen Liberal/Libéral,2428,6.7
47011,Mark Bigland-Pritchard Green Party/Parti Vert,1250,3.4
47012,Ed Komarnicki ** Conservative/Conservateur,21598,74
47012,Allan Arthur NDP-New Democratic Party/NPD-Nouveau Parti démocratique,5461,18.7
47012,Gerald Borrowman Liberal/Libéral,1236,4.2
47012,Bob Deptuck Green Party/Parti Vert,898,3.1
47013,Ralph Goodale ** Liberal/Libéral,15823,40.8
47013,Ian Shields Conservative/Conservateur,14291,36.9
47013,Marc Spooner NDP-New Democratic Party/NPD-Nouveau Parti démocratique,7681,19.8
47013,Bill Clary Green Party/Parti Vert,954,2.5
47014,Garry Breitkreuz ** Conservative/Conservateur,21906,68.9
47014,Douglas Ottenbreit NDP-New Democratic Party/NPD-Nouveau Parti démocratique,6931,21.8
47014,Kash Andreychuk Liberal/Libéral,2167,6.8
47014,Elaine Hughes Green Party/Parti Vert,774,2.4
48006,Lee Richardson ** Conservative/Conservateur,28401,57.7
48006,Jennifer Pollock Liberal/Libéral,8631,17.5
48006,Donna Marlis Montgomery NDP-New Democratic Party/NPD-Nouveau Parti démocratique,7314,14.9
48006,William Hamilton Green Party/Parti Vert,4889,9.9
48003,Michelle Rempel Conservative/Conservateur,28443,56.5
48003,Paul Vargis NDP-New Democratic Party/NPD-Nouveau Parti démocratique,8048,16
48003,Stephen James Randall Liberal/Libéral,7046,14
48003,Heather MacIntosh Green Party/Parti Vert,6578,13.1
48003,Peggy Askin Marxist-Leninist/Marxiste-Léniniste,203,0.4
48002,Deepak Obhrai ** Conservative/Conservateur,23372,67.4
48002,Al Brown NDP-New Democratic Party/NPD-Nouveau Parti démocratique,4894,14.1
48002,Josipa Petrunic Liberal/Libéral,4102,11.8
48002,Scott W. Milton Green Party/Parti Vert,2047,5.9
48002,Jason Devine Communist/Communiste,246,0.7
48004,Devinder Shory ** Conservative/Conservateur,23550,56.8
48004,Cam Stewart Liberal/Libéral,11487,27.7
48004,Colette Singh NDP-New Democratic Party/NPD-Nouveau Parti démocratique,4262,10.3
48004,Sheila Brown-Eckersley Green Party/Parti Vert,1953,4.7
48004,Daniel Blanchard Marxist-Leninist/Marxiste-Léniniste,206,0.5
48005,Diane Ablonczy ** Conservative/Conservateur,40384,70.2
48005,Collin Anderson NDP-New Democratic Party/NPD-Nouveau Parti démocratique,7189,12.5
48005,Margaret McLeod Liberal/Libéral,6501,11.3
48005,Tony Hajj Green Party/Parti Vert,3480,6
48007,Jason Kenney ** Conservative/Conservateur,48173,76.3
48007,Kirk Oates NDP-New Democratic Party/NPD-Nouveau Parti démocratique,6482,10.3
48007,Brett Spencer Green Party/Parti Vert,4079,6.5
48007,Brian N. MacPhee Liberal/Libéral,4020,6.4
48007,Antoni Grochowski Independent/Indépendant,225,0.4
48007,Paul Fromm WBP/WBP,193,0.3
48008,Stephen J Harper ** Conservative/Conservateur,42998,75.1
48008,Holly Heffernan NDP-New Democratic Party/NPD-Nouveau Parti démocratique,6823,11.9
48008,Marlene Lamontagne Liberal/Libéral,4121,7.2
48008,Kelly Christie Green Party/Parti Vert,2991,5.2
48008,Larry R. Heather Independent/Indépendant,303,0.5
48009,Robert Anders ** Conservative/Conservateur,39996,62.2
48009,Janice Kinch Liberal/Libéral,11374,17.7
48009,Shawna Knowles NDP-New Democratic Party/NPD-Nouveau Parti démocratique,6679,10.4
48009,Anna Lisa Wagner Green Party/Parti Vert,6070,9.4
48009,André Vachon Marxist-Leninist/Marxiste-Léniniste,227,0.4
48010,Kevin A Sorenson ** Conservative/Conservateur,44115,84
48010,Ellen Parker NDP-New Democratic Party/NPD-Nouveau Parti démocratique,4805,9.1
48010,Konrad Schellenberg Green Party/Parti Vert,1711,3.3
48010,Omar Harb Liberal/Libéral,1224,2.3
48010,John C. Turner Independent/Indépendant,463,0.9
48010,Gerard Groenendijk CHP Canada/PHC Canada,204,0.4
48012,Laurie Hawn ** Conservative/Conservateur,23625,48
48012,Lewis Cardinal NDP-New Democratic Party/NPD-Nouveau Parti démocratique,12480,25.4
48012,Mary MacDonald Liberal/Libéral,11037,22.4
48012,David James Parker Green Party/Parti Vert,1676,3.4
48012,Mikkel Paulson Pirate Party/Parti Pirate,289,0.6
48012,Peggy Morton Marxist-Leninist/Marxiste-Léniniste,81,0.2
48013,Peter Goldring ** Conservative/Conservateur,24111,52.7
48013,Ray Martin NDP-New Democratic Party/NPD-Nouveau Parti démocratique,17078,37.4
48013,Shafik Ruda Liberal/Libéral,3176,6.9
48013,Trey Capnerhurst Green Party/Parti Vert,1345,2.9
48014,James Rajotte ** Conservative/Conservateur,37778,63.6
48014,Artem Medvedev NDP-New Democratic Party/NPD-Nouveau Parti démocratique,11488,19.3
48014,Richard Fahlman Liberal/Libéral,7270,12.2
48014,Valerie Kennedy Green Party/Parti Vert,2896,4.9
48011,Mike Lake ** Conservative/Conservateur,27857,61
48011,Nadine Bailey NDP-New Democratic Party/NPD-Nouveau Parti démocratique,10875,23.8
48011,Mike Butler Liberal/Libéral,5066,11.1
48011,Christa Baxter Green Party/Parti Vert,1364,3
48011,Brent Schaffrick Pirate Party/Parti Pirate,374,0.8
48011,Naomi Rankin Communist/Communiste,100,0.2
48015,Brent Rathgeber ** Conservative/Conservateur,34468,63.5
48015,Brian LaBelle NDP-New Democratic Party/NPD-Nouveau Parti démocratique,11644,21.4
48015,Kevin Taron Liberal/Libéral,5796,10.7
48015,Peter Johnston Green Party/Parti Vert,2409,4.4
48016,Tim Uppal ** Conservative/Conservateur,24623,44.7
48016,James Ford Independent/Indépendant,16263,29.5
48016,Mike Scott NDP-New Democratic Party/NPD-Nouveau Parti démocratique,7971,14.5
48016,Rick Szostak Liberal/Libéral,4131,7.5
48016,Chris Vallee Green Party/Parti Vert,1926,3.5
48016,Paul St. Laurent WBP/WBP,222,0.4
48017,Rona Ambrose ** Conservative/Conservateur,41782,71.1
48017,Catherine Chaulk-Stokes NDP-New Democratic Party/NPD-Nouveau Parti démocratique,9272,15.8
48017,Chris Austin Liberal/Libéral,5483,9.3
48017,Joshua Lund Green Party/Parti Vert,2232,3.8
48018,Linda Duncan ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,26093,53.5
48018,Ryan Hastman Conservative/Conservateur,19762,40.6
48018,Matthew Sinclair Liberal/Libéral,1372,2.8
48018,Andrew Fehr Green Party/Parti Vert,1119,2.3
48018,Kyle Murphy Independent/Indépendant,206,0.4
48018,Kevan Hunter Marxist-Leninist/Marxiste-Léniniste,91,0.2
48018,Christopher White Independent/Indépendant,87,0.2
48001,Brian Jean ** Conservative/Conservateur,21988,71.8
48001,Berend Wilting NDP-New Democratic Party/NPD-Nouveau Parti démocratique,4053,13.2
48001,Karen Young Liberal/Libéral,3190,10.4
48001,Jule Asterisk Green Party/Parti Vert,1374,4.5
48019,Jim Hillyer Conservative/Conservateur,27173,56.5
48019,Mark Sandilands NDP-New Democratic Party/NPD-Nouveau Parti démocratique,13072,27.2
48019,Michael Cormican Liberal/Libéral,4030,8.4
48019,Cailin Bartlett Green Party/Parti Vert,2095,4.4
48019,Geoffrey Capp CHP Canada/PHC Canada,1716,3.6
48020,Ted Menzies ** Conservative/Conservateur,40007,77.5
48020,Janine Giles NDP-New Democratic Party/NPD-Nouveau Parti démocratique,5335,10.3
48020,Attila Nagy Green Party/Parti Vert,2389,4.6
48020,Nicole Hankel Liberal/Libéral,1898,3.7
48020,Brad Carrigan PC Party/Parti PC,1754,3.4
48020,Marc Slingerland CHP Canada/PHC Canada,252,0.5
48021,LaVar Payne ** Conservative/Conservateur,30719,71.5
48021,Dennis Perrier NDP-New Democratic Party/NPD-Nouveau Parti démocratique,5616,13.1
48021,Norm Boucher Liberal/Libéral,4416,10.3
48021,Graham Murray Green Party/Parti Vert,1868,4.4
48021,Frans VandeStroet CHP Canada/PHC Canada,317,0.7
48022,Chris Warkentin ** Conservative/Conservateur,36334,75.8
48022,Jennifer Villebrun NDP-New Democratic Party/NPD-Nouveau Parti démocratique,7740,16.1
48022,Wayne John Kamieniecki Green Party/Parti Vert,1702,3.5
48022,Corina Ganton Liberal/Libéral,1481,3.1
48022,Russ Toews Independent/Indépendant,359,0.7
48022,Donovan Eckstrom Rhinoceros/Rhinocéros,345,0.7
48023,Earl Dreeshen ** Conservative/Conservateur,37959,75.9
48023,Stuart Somerville NDP-New Democratic Party/NPD-Nouveau Parti démocratique,7566,15.1
48023,Mason Connor Woodruff Sisson Green Party/Parti Vert,2551,5.1
48023,Andrew Lineker Liberal/Libéral,1918,3.8
48024,Leon Benoit ** Conservative/Conservateur,39145,79.8
48024,Ray A Stone NDP-New Democratic Party/NPD-Nouveau Parti démocratique,5561,11.3
48024,William Munsey Green Party/Parti Vert,2499,5.1
48024,Ron Williams Liberal/Libéral,1525,3.1
48024,Matthew Sokalski CHP Canada/PHC Canada,327,0.7
48025,Brian Storseth ** Conservative/Conservateur,32652,77.8
48025,Lyndsey Ellen Henderson NDP-New Democratic Party/NPD-Nouveau Parti démocratique,5103,12.2
48025,Rob Fox Liberal/Libéral,2569,6.1
48025,Lisa Grant Green Party/Parti Vert,1634,3.9
48026,Blaine Calkins ** Conservative/Conservateur,37756,81.4
48026,Tim Robson NDP-New Democratic Party/NPD-Nouveau Parti démocratique,5281,11.4
48026,Robert Johnston Green Party/Parti Vert,1978,4.3
48026,Christopher Anderson Liberal/Libéral,1348,2.9
48027,Blake Richards ** Conservative/Conservateur,43669,74.7
48027,Jeff Horvath NDP-New Democratic Party/NPD-Nouveau Parti démocratique,6595,11.3
48027,Mike MacDonald Green Party/Parti Vert,4071,7
48027,John Douglas Reilly Liberal/Libéral,3908,6.7
48027,Randy Vanden Broek CHP Canada/PHC Canada,181,0.3
48028,Rob Merrifield ** Conservative/Conservateur,31925,77
48028,Mark Wells NDP-New Democratic Party/NPD-Nouveau Parti démocratique,5411,13.1
48028,Monika Schaefer Green Party/Parti Vert,2132,5.1
48028,Zack Siezmagraff Liberal/Libéral,1190,2.9
48028,Jacob Strydhorst CHP Canada/PHC Canada,404,1
48028,Melissa Brade CAP/PAC,384,0.9
59001,Ed Fast ** Conservative/Conservateur,32493,65
59001,David Alan Murray NDP-New Democratic Party/NPD-Nouveau Parti démocratique,10089,20.2
59001,Madeleine Hardin Liberal/Libéral,4968,9.9
59001,Daniel Bryce Green Party/Parti Vert,2138,4.3
59001,David MacKay Marxist-Leninist/Marxiste-Léniniste,286,0.6
59026,Alex Atamanenko ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,25206,50.9
59026,Stephen Hill Conservative/Conservateur,19273,38.9
59026,Bryan Hunt Green Party/Parti Vert,3153,6.4
59026,Shan Lavell Liberal/Libéral,1872,3.8
59002,Kennedy Stewart NDP-New Democratic Party/NPD-Nouveau Parti démocratique,20943,43
59002,Ronald Leung Conservative/Conservateur,19932,40.9
59002,Ken Low Liberal/Libéral,5451,11.2
59002,Adrianne Merlo Green Party/Parti Vert,1754,3.6
59002,Lewis Clarke Dahlby Libertarian/Libertarien,420,0.9
59002,George Gidora Communist/Communiste,153,0.3
59002,Brian Sproule Marxist-Leninist/Marxiste-Léniniste,57,0.1
59003,Peter Julian ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,22193,49.7
59003,Paul Forseth Conservative/Conservateur,16009,35.8
59003,Garth Evans Liberal/Libéral,4496,10.1
59003,Carrie McLaren Green Party/Parti Vert,1731,3.9
59003,Tyler Pierce Libertarian/Libertarien,160,0.4
59003,Joseph Theriault Marxist-Leninist/Marxiste-Léniniste,94,0.2
59004,Dick Harris ** Conservative/Conservateur,24443,56.2
59004,Jon Van Barneveld NDP-New Democratic Party/NPD-Nouveau Parti démocratique,13135,30.2
59004,Heidi Redl Green Party/Parti Vert,2702,6.2
59004,Sangeeta Lalli Liberal/Libéral,2200,5.1
59004,Henry Thiessen CHP Canada/PHC Canada,440,1
59004,Jon Ronan Independent/Indépendant,394,0.9
59004,Jordan Turner Rhinoceros/Rhinocéros,204,0.5
59005,Mark Strahl Conservative/Conservateur,28160,57.2
59005,Gwen O'Mahony NDP-New Democratic Party/NPD-Nouveau Parti démocratique,12691,25.8
59005,Diane Janzen Liberal/Libéral,5320,10.8
59005,Jamie Hoskins Green Party/Parti Vert,2706,5.5
59005,Clive Edwards WBP/WBP,180,0.4
59005,Dorothy-Jean O'Donnell Marxist-Leninist/Marxiste-Léniniste,173,0.4
59006,Kerry-Lynne Findlay Conservative/Conservateur,26059,54.2
59006,Nic Slater NDP-New Democratic Party/NPD-Nouveau Parti démocratique,11181,23.3
59006,Alan Beesley Liberal/Libéral,8112,16.9
59006,Duane Laird Green Party/Parti Vert,2324,4.8
59006,John Shavluk No Affiliation/Aucune appartenance,220,0.5
59006,Jeff Monds Libertarian/Libertarien,147,0.3
59008,Randall C. Garrison NDP-New Democratic Party/NPD-Nouveau Parti démocratique,26198,40.9
59008,Troy DeSouza Conservative/Conservateur,25792,40.2
59008,Lillian Szpak Liberal/Libéral,6439,10
59008,Shaunna Salsman Green Party/Parti Vert,5341,8.3
59008,Louis James Lesosky Independent/Indépendant,181,0.3
59008,Christopher Robert Porter CAP/PAC,145,0.2
59009,Nina Grewal ** Conservative/Conservateur,23950,47.5
59009,Nao Fernando NDP-New Democratic Party/NPD-Nouveau Parti démocratique,16533,32.8
59009,Pam Dhanoa Liberal/Libéral,8041,16
59009,Alan Saldanha Green Party/Parti Vert,1476,2.9
59009,Alex Joehl Libertarian/Libertarien,370,0.7
59010,Cathy McLeod ** Conservative/Conservateur,29682,52.2
59010,Michael David Crawford NDP-New Democratic Party/NPD-Nouveau Parti démocratique,20983,36.9
59010,Murray Todd Liberal/Libéral,3026,5.3
59010,Donovan Michael Cavers Green Party/Parti Vert,2932,5.2
59010,Christopher Kempling CHP Canada/PHC Canada,191,0.3
59011,Ron Cannan ** Conservative/Conservateur,34566,57.4
59011,Tisha Kalmanovitch NDP-New Democratic Party/NPD-Nouveau Parti démocratique,13322,22.1
59011,Kris Stewart Liberal/Libéral,7069,11.7
59011,Alice Hooper Green Party/Parti Vert,5265,8.7
59012,David Wilks Conservative/Conservateur,23910,55.9
59012,Mark Shmigelsky NDP-New Democratic Party/NPD-Nouveau Parti démocratique,14199,33.2
59012,Bill Green Green Party/Parti Vert,2547,6
59012,Betty Aitchison Liberal/Libéral,1496,3.5
59012,Brent Bush Independent/Indépendant,636,1.5
59013,Mark Warawa ** Conservative/Conservateur,35569,64.5
59013,Piotr Majkowski NDP-New Democratic Party/NPD-Nouveau Parti démocratique,11277,20.5
59013,Rebecca Darnell Liberal/Libéral,4990,9.1
59013,Carey Ann Poitras Green Party/Parti Vert,2943,5.3
59013,Craig Nobbs Pirate Party/Parti Pirate,353,0.6
59014,James Lunney ** Conservative/Conservateur,30469,46.4
59014,Zenaida Maartman NDP-New Democratic Party/NPD-Nouveau Parti démocratique,25165,38.3
59014,Renée Amber Miller Liberal/Libéral,4984,7.6
59014,Myron Jespersen Green Party/Parti Vert,4482,6.8
59014,Jesse Schroeder Pirate Party/Parti Pirate,363,0.6
59014,Frank Wagner CHP Canada/PHC Canada,94,0.1
59014,Barbara Biley Marxist-Leninist/Marxiste-Léniniste,81,0.1
59015,Jean Crowder ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,31272,48.9
59015,John Koury Conservative/Conservateur,24497,38.3
59015,Anne Marie Benoit Green Party/Parti Vert,5005,7.8
59015,Brian Fillmore Liberal/Libéral,3007,4.7
59015,Jack East Marxist-Leninist/Marxiste-Léniniste,170,0.3
59016,Jinny Sims NDP-New Democratic Party/NPD-Nouveau Parti démocratique,15413,33.4
59016,Sukh Dhaliwal ** Liberal/Libéral,14510,31.5
59016,Mani Fallon Conservative/Conservateur,14437,31.3
59016,Liz Walker Green Party/Parti Vert,1520,3.3
59016,Ravi S. Gill Independent/Indépendant,123,0.3
59016,Samuel Frank Hammond Communist/Communiste,116,0.3
59017,Fin Donnelly ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,23023,45.9
59017,Diana Dilworth Conservative/Conservateur,20776,41.5
59017,Ken Beck Lee Liberal/Libéral,4069,8.1
59017,Rebecca Helps Green Party/Parti Vert,2160,4.3
59017,Roland Verrier Marxist-Leninist/Marxiste-Léniniste,95,0.2
59019,Andrew Saxton ** Conservative/Conservateur,28996,48.6
59019,Taleeb Noormohamed Liberal/Libéral,17665,29.6
59019,Michael Charrois NDP-New Democratic Party/NPD-Nouveau Parti démocratique,9617,16.1
59019,Greg Dowman Green Party/Parti Vert,3004,5
59019,Nick Jones Independent/Indépendant,350,0.6
59020,Dan Albas Conservative/Conservateur,28525,53.6
59020,David Finnis NDP-New Democratic Party/NPD-Nouveau Parti démocratique,12853,24.1
59020,John Kidder Liberal/Libéral,5815,10.9
59020,Dan Bouchard Green Party/Parti Vert,5005,9.4
59020,Sean Upshaw Independent/Indépendant,860,1.6
59020,Dietrich Wittel Independent/Indépendant,180,0.3
59018,Colin Mayes ** Conservative/Conservateur,31439,55.4
59018,Nikki Inouye NDP-New Democratic Party/NPD-Nouveau Parti démocratique,14955,26.4
59018,Greig Crockett Green Party/Parti Vert,6058,10.7
59018,Janna Francis Liberal/Libéral,4246,7.5
59007,Randy Kamp ** Conservative/Conservateur,28803,54.3
59007,Craig Speirs NDP-New Democratic Party/NPD-Nouveau Parti démocratique,18835,35.5
59007,Mandeep Bhuller Liberal/Libéral,2739,5.2
59007,Peter Tam Green Party/Parti Vert,2629,5
59021,James Moore ** Conservative/Conservateur,27181,56.1
59021,Mark Ireland NDP-New Democratic Party/NPD-Nouveau Parti démocratique,14600,30.1
59021,Stewart McGillivray Liberal/Libéral,4110,8.5
59021,Kevin Kim Green Party/Parti Vert,2161,4.5
59021,Paul Geddes Libertarian/Libertarien,421,0.9
59022,Bob Zimmer Conservative/Conservateur,23946,62.1
59022,Lois Boone NDP-New Democratic Party/NPD-Nouveau Parti démocratique,9876,25.6
59022,Hilary Crowley Green Party/Parti Vert,2301,6
59022,Ben Levine Liberal/Libéral,2008,5.2
59022,Jeremy Coté Pirate Party/Parti Pirate,415,1.1
59023,Alice Wong ** Conservative/Conservateur,25109,58.4
59023,Joe Peschisolido Liberal/Libéral,8027,18.7
59023,Dale Jackaman NDP-New Democratic Party/NPD-Nouveau Parti démocratique,7860,18.3
59023,Michael Wolfe Green Party/Parti Vert,2032,4.7
59024,Elizabeth May Green Party/Parti Vert,31890,46.3
59024,Gary Lunn ** Conservative/Conservateur,24544,35.7
59024,Edith Loring-Kuhanga NDP-New Democratic Party/NPD-Nouveau Parti démocratique,8185,11.9
59024,Renée Hetherington Liberal/Libéral,4208,6.1
59025,Nathan Paul Cullen ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,19431,55.3
59025,Clay Harmon Conservative/Conservateur,12117,34.5
59025,Kyle Warwick Liberal/Libéral,1268,3.6
59025,Roger Benham Green Party/Parti Vert,1102,3.1
59025,Rod Taylor CHP Canada/PHC Canada,1038,3
59025,Maggie Braun CAP/PAC,165,0.5
59027,Russ Hiebert ** Conservative/Conservateur,31990,54.6
59027,Susan Keeping NDP-New Democratic Party/NPD-Nouveau Parti démocratique,11881,20.3
59027,Hardy Staub Liberal/Libéral,9775,16.7
59027,Larry Colero Green Party/Parti Vert,3245,5.5
59027,Aart Looye Independent/Indépendant,753,1.3
59027,Mike Schouten CHP Canada/PHC Canada,429,0.7
59027,Brian Marlatt PC Party/Parti PC,228,0.4
59027,David Hawkins Independent/Indépendant,189,0.3
59027,Kevin Peter Donohoe Independent/Indépendant,152,0.3
59028,Jasbir Sandhu NDP-New Democratic Party/NPD-Nouveau Parti démocratique,14678,39.7
59028,Dona Cadman ** Conservative/Conservateur,13181,35.6
59028,Shinder Purewal Liberal/Libéral,6797,18.4
59028,Bernadette Keenan Green Party/Parti Vert,1289,3.5
59028,Jamie Scott Independent/Indépendant,451,1.2
59028,Kevin Pielak CHP Canada/PHC Canada,303,0.8
59028,Norris Barens Libertarian/Libertarien,284,0.8
59029,Hedy Fry ** Liberal/Libéral,18260,31
59029,Karen Shillington NDP-New Democratic Party/NPD-Nouveau Parti démocratique,15325,26
59029,Jennifer Clarke Conservative/Conservateur,15323,26
59029,Adriane Carr Green Party/Parti Vert,9089,15.4
59029,John Clarke Libertarian/Libertarien,313,0.5
59029,Michael Huenefeld PC Party/Parti PC,285,0.5
59029,Travis McCrea Pirate Party/Parti Pirate,192,0.3
59029,Michael Hill Marxist-Leninist/Marxiste-Léniniste,62,0.1
59030,Libby Davies ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,27794,62.8
59030,Irene C. Yatco Conservative/Conservateur,8361,18.9
59030,Roma Ahi Liberal/Libéral,4382,9.9
59030,Douglas Roy Green Party/Parti Vert,3383,7.6
59030,Anne Jamieson Marxist-Leninist/Marxiste-Léniniste,318,0.7
59031,John Duncan ** Conservative/Conservateur,27206,46.1
59031,Ronna-Rae Leonard NDP-New Democratic Party/NPD-Nouveau Parti démocratique,25379,43
59031,Mike Holland Liberal/Libéral,3039,5.2
59031,Sue Moen Green Party/Parti Vert,3018,5.1
59031,Jason Draper Independent/Indépendant,304,0.5
59031,Frank Martin Marxist-Leninist/Marxiste-Léniniste,57,0.1
59032,Don Davies ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,23452,50.1
59032,Trang Nguyen Conservative/Conservateur,13157,28.1
59032,Wendy Yuan Liberal/Libéral,7796,16.6
59032,Louise Boutin Green Party/Parti Vert,1860,4
59032,Matt Kadioglu Libertarian/Libertarien,275,0.6
59032,Kimball Cariou Communist/Communiste,210,0.4
59032,Donna Petersen Marxist-Leninist/Marxiste-Léniniste,78,0.2
59033,Joyce Murray ** Liberal/Libéral,22903,42.2
59033,Deborah Meredith Conservative/Conservateur,20984,38.6
59033,Victor Edward Elkins NDP-New Democratic Party/NPD-Nouveau Parti démocratique,7499,13.8
59033,Laura-Leah Shaw Green Party/Parti Vert,2922,5.4
59034,Wai Young Conservative/Conservateur,19504,43.3
59034,Ujjal Dosanjh ** Liberal/Libéral,15604,34.7
59034,Meena Wong NDP-New Democratic Party/NPD-Nouveau Parti démocratique,8552,19
59034,Jean de Dieu Hakizimana Green Party/Parti Vert,1151,2.6
59034,Charles Boylan Marxist-Leninist/Marxiste-Léniniste,222,0.5
59035,Denise Savoie ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,30679,50.8
59035,Patrick Hunt Conservative/Conservateur,14275,23.6
59035,Christopher Causton Liberal/Libéral,8448,14
59035,Jared Giesbrecht Green Party/Parti Vert,7015,11.6
59036,John Dunbar Weston ** Conservative/Conservateur,28614,45.5
59036,Terry Platt NDP-New Democratic Party/NPD-Nouveau Parti démocratique,14828,23.6
59036,Dan Veniez Liberal/Libéral,14123,22.5
59036,Brennan Wauters Green Party/Parti Vert,4436,7.1
59036,Roger Lagassé PC Party/Parti PC,293,0.5
59036,Tunya Audain Libertarian/Libertarien,250,0.4
59036,Allan Holt WBP/WBP,156,0.2
59036,Carol Lee Chapman Marxist-Leninist/Marxiste-Léniniste,87,0.1
59036,Doug Hartt CAP/PAC,64,0.1
60001,Ryan Leef Conservative/Conservateur,5422,33.8
60001,Larry Bagnell ** Liberal/Libéral,5290,32.9
60001,John Streicker Green Party/Parti Vert,3037,18.9
60001,Kevin Barr NDP-New Democratic Party/NPD-Nouveau Parti démocratique,2308,14.4
61001,Dennis Bevington ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique,7140,45.8
61001,Sandy Lee Conservative/Conservateur,5001,32.1
61001,Joe Handley Liberal/Libéral,2872,18.4
61001,Eli Purchase Green Party/Parti Vert,477,3.1
61001,Bonnie Dawson Animal Alliance/Environment Voters/Animal Alliance/Environment Voters,87,0.6
62001,Leona Aglukkaq ** Conservative/Conservateur,3930,49.9
62001,Paul Okalik Liberal/Libéral,2260,28.7
62001,Jack Hicks NDP-New Democratic Party/NPD-Nouveau Parti démocratique,1525,19.4
62001,Scott MacCallum Green Party/Parti Vert,160,2
